content,그 중앙도서관 2~3층이 법학관이여?
comment,짓껄이는 ㄹㅈㄷ,10/20 23:21
comment,"컴공인데 과제 제출할때 README라고 적고, 이래이래 채점해 주세요 라고 쓴적 있음",10/20 23:24
comment,아니 이건 뭐야 ㅋㅋㅋ,10/20 23:37
comment,쉐에끼 대단한데,10/20 23:40
comment,좀 앙큼한 신입생이엿네,10/20 23:41
comment,"교수님이 다음 수업시간에 어이없어 하시면서, 그런애가 있더라~ 야 좀 너무했다 라고 웃으면서 하지말라고 말하심 ㅋㅋ",10/20 23:50
comment,아 존나웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10/21 01:17
comment,우리 집에 CCTV 달았어?,10/20 23:33
content,문예세 ㅇㅊㅎ 교수님 에세이 개요 얼마나 걸려?
comment,삭제된 댓글입니다.,
comment,오래 걸릴까?? 이제 시작하는데 ㅋㅋㅋ,10/20 21:28
comment,1시간도 안걸림,10/20 22:49
comment,헤헤 완성,10/20 22:56
content,서드리 월목 10시반 타임듣는 친구들아 교수님이  보내신 카톡 뭔말이야..? 나만 이해안되는건가
content,이번주 경제학개론 ㅊㅁㅅ 교수님 강의 없는건가요?
comment,지금 강의 올라와있어요!,10/20 23:39
comment,녹화본 말고 목요일에 실강있나욤?!?,10/21 00:00
comment,실강 없는걸로 알고 있어요~,10/21 00:27
content,불인 ㄱㄷㄹ 교수님 보강 다시보기 안되는 거지..?
content,"이거 1)번 수렴 발산 어떻게 구하나요?ㅠㅠㅠ그리고 2)번 이렇게 풀어서 수렴인 건 알겠는데 도대체 수렴값은 어떻게 구하죠..?🥺 미적 고수님들 한번만 도와쥬세여,,,,"
comment,1번은 극한값이 3이라 0이 아니므로 발산 2번은 부분분수로 해보세요,10/20 22:01
comment,헉 대박 1번 엄청 간단한 걸 놓치고 있었네욤.. 감사합니다!ㅠㅠ 2번 부분분수로 해봤는데 조화급수 나와서 발산해버리는데 어떡하죠...흑....,10/20 22:08
comment,부분분수 바꾸고 하나씩 대입해보세요 고등학교때 했던거랑 똑같아요,10/20 22:10
comment,정답!!~,10/20 22:12
comment,수를대입해보면 지워지고 남는게있을것,10/20 22:12
comment,"아.. ㅁㅊ 감사합니다 깨달았어요! 제가 고등학교 때 수학을 제대로 안 해서 기본이 안 되어있네요,,, ㅜ 열심히 해볼게용,, 감사합니다!",10/20 22:14
comment,4/n(n+2) = 2/n - 2/(n+2),10/20 22:08
comment,이럼 1/n 꼴로 발산하지 않나여..?ㅜㅜ 왜 이런거죵ㅜㅜㅜㅜㅜㅜ?,10/20 22:09
comment,1/n꼴 아니에요 1/n꼴은 분모 n의 차수가 1인거에요,10/20 23:18
content,이렇게 된 이상기말고사로 간다
comment,좋아 가즈아,10/20 22:02
content,항상 녹화잘되너니.. 녹화버튼 누르고 30분 쪽잠자고 일어났더니 오류났네ㅋㅋㅋㅋ망할
comment,그럴 때 제일 빡침,10/20 14:43
comment,몇달동안 한번도 안이랬는데 지금 이런다고?ㅋㅋㅋㅋㅋㅋ 너뮤 신기하고 빡치네,10/20 14:44
comment,컴터 용량 없으면 종종 그런 것 같드라 그냥 항상 녹화한 영상 드라이브에 옮기고 컴 상태 쾌적하게 유지하자!,10/20 14:48
comment,용량은 괜춘한거 같은데 녹화영상들 다 usb로옮겨야겠다ㅠㅠㅠㅠ고마웡,10/20 14:49
comment,울학교 구글 드라이브 무제한이니까 유에스비 용량 넘치면 그냥 구글 드라이브에 업로드해~,10/20 14:51
comment,구글 드라이브? 한번도 안해봤는데 도전해볼게!!,10/20 14:52
content,"이클래스 시험 문제가 주르르륵 스크롤 내리면서 봐야하는거야 아니면 페이지 넘기는거야?? 그리고 뒷문제 풀다가 앞 문제  풀고 그럴 수 있는지, 문제당 풀 수 있는 시간도 정할 수 있는지 궁금해"
comment,스크롤 내릴수있고 뒷문제부터 가능해요 마지막은 모르겠네요ㅠ,10/20 14:45
comment,내릴수있고가아니라..내리면서요  수정,10/20 14:46
comment,감사합니다!,10/20 14:46
comment,오늘쳤는데 스크롤형태였어,10/20 14:46
comment,감사합니다! 보다가 튕기면 재응시 가능한가요??,10/20 14:46
comment,"교수님이 응시기회를 한번으로 제한하면 튕기면 들어갈 방법이 없고,,, 응시기회에 따라 재응시 가능하거나 불가능한 것 같아요",10/20 14:47
comment,그렇군요 감사합니다,10/20 15:50
comment,삭제된 댓글입니다.,
comment,감사합니다  !,10/20 15:51
content,eas2 s3 중간고사 말씀하신거 요약하면 금욜에 뭐 토픽올려주면 화요일까지 보내주라는 거죠? 금요일은 수업없는거고 화요일은 있나요..?
comment,삭제된 댓글입니다.,
comment,웅웅 마저!!! 기간 무지 넉넉하게 주신거같아서 한번 더 물어봤어ㅎㅎㅎ,10/20 16:41
content,오늘 경사세 수업 없나요????
content,민시경 ㄱㅇㅎ 교수님 낼 수업하시나요?
content,졸다가 일어났는데 수업이 끝나있어.. 찝찝해... 마지막까지 안나가고 뭐하나 했겠다
content,나진짜어떡하지...기본권론 충돌 마지막 페이지 썼는데 어떡하지 집파일에 다안들어갔어........진짜 울고싶다.....
comment,나도 한페이지 스캔 안떠서 못냇어... 돌아버리겟다...,10/20 17:24
comment,ㅠㅠㅠㅠㅠ진짜 어떡하지 ... 너무 황당해서 말도 안나와....,10/20 17:33
comment,지금 체념중이야.. 멘붕왓어ㅠㅠ 담꺼부터..잘하자.. 진짜 내 자신이 밉다...,10/20 17:34
content,번입 이거 필기 열심히 했는데 ㅠㅠ 그냥 복붙에 가까운 시험이라.. 허버허버 하다가 개판으로 침
comment,그니까...... 타자치다가 시간 다갔어ㅠ,10/20 16:32
comment,ㅇㅇ 다 구체적 사례랑 함께라서 시간 너무 부족했음 ㅠㅠ,10/20 16:33
comment,1번 여유롭게 타자로 치다가 문제 문항수보고 사색되고..그때서야 교수님께서 주신 파일 열고 복붙 ㅠㅠㅠㅠ,10/20 16:34
comment,와 복붙할 생각을 아예 못했어 ㄹㅇ 시간 부족해서 허버허버 치기 바빴음...,10/20 16:35
comment,근데 이거 복붙말고 서술형으로 쓰는게 좋다고 말씀하셔서...정리없이 복붙한거라 망한듯 ㅠㅠ,10/20 16:46
comment,진짜 이 정도로 빡셀거라고 생각도 못해서 뭔가 뎅~ 한 느낌이야...,10/20 16:55
comment,진짜 딱 이거..중간에 문항수 보고 한 3초동안 뇌정지왔어..,10/20 16:56
comment,복붙했다는게 뭐야?? 교재 내용을?,10/20 17:17
comment,교수님이 한글로 정리해주신 텍스트를 복사 붙여넣기 했어 ㅠㅠ,10/20 17:18
comment,와우.....,10/20 17:21
content,세무 난이도 어땠냐
comment,ㅈㄴ어렵,10/20 16:33
comment,어렵,10/20 16:33
comment,ㅇㅈ..근데 책에서 잘 찾지를 못해,10/20 16:34
comment,보통,10/20 16:33
comment,쉬움,10/20 16:33
comment,ㅈㄴ쉬움,10/20 16:33
content,번입 시간 너무 부족해ㅜㅜㅜㅜㅜ 나 뒷부분은 거의 막 날린듯 설명 못한거ㅛ도 많고ㅜㅜㅜ
comment,ㅇㅈㅇㅈ 뒤로 갈수록 개판 ㅠㅠㅠㅠ,10/20 16:34
comment,4시반에 딱 제출했어...휴우,10/20 16:36
comment,아 진짲 졷댓어,10/20 16:43
comment,나 문제 못풀었어 하,10/20 18:22
content,얘드라 번입 시험 잘봤니ㅜㅜㅜ교수님이 복붙하는 걸로는 안되는 수준 문제라그러시고 이틀래스 시험이라 복붙안될 줄 알고복붙 준비도 안해놨었고..영타 새로 치고 한글로도 새로 설명하느라 진짜 타자만 치다가 시간 다갔다ㅠ 설명하시오라고 되어있는 거 걍 이름만 써낸것도 있고ㅜㅜ 아 ;;;; ㅠ걍 복붙만 하면 되는 시험이었던거야? 너무 속상해ㅠㅠㅠ 쓸데없는 고생해놓구 망한느낌
comment,삭제된 댓글입니다.,
comment,아닝 우린 그냥 과제란에 워드로 제출하는거였어,10/20 17:00
comment,말 완전 착하게 한다.. 고마워🙃,10/20 17:07
comment,나 진짜 ....... 나는 28분에 제출했는데 노트북 먹통돼서 블랙스크린 뜨고.....그래서 사용자권한 머시기로 해결했는데 ...... 제대로 제출된ㅓ건지도 몰겠고 아 진짜 공부 개열시미 했는데 ㅜㅜㅜㅜㅜㅜㅜ그냥 이건 복붙이자나 .. 나도 되는지도 몰랐다고,10/20 17:03
comment,아 헐.... 잘 제출됐을거야ㅠㅠㅠ ㅠ 차라리 복붙안됐으면 이렇게 속상하진 않을 듯 ㅌ쿠ㅜㅜㅜㅜ 나 진짜 너무 바보같아서 자괴감든다ㅠ,10/20 17:09
comment,진짜루 ...... 자료랑 수업은 그래도 갠찮아서 교수님 .. 좋아했는데 ..........하아,10/20 17:10
comment,나 진짜 필기랑 분류 열심히했는데...ㅠㅠ,10/20 17:07
comment,나도..... 대응하는 영어도 싹 다 찾아서 적어놨었는데.... 그냥 무쓸모였네ㅠ,10/20 17:10
comment,나도 복붙 준비 안해놓고 심지어 생각도 못했었어ㅠㅠ 문제가 이렇게 많고 넓을(?)지도 몰랐고ㅠㅠ 필기 진짜 열심히 했는데😭😭,10/20 17:10
comment,"와 나도,,,,",10/20 17:22
comment,한 문제당 몇문장정도 썼어...?나 완전 간단 명료해서 감점 당하는거 아니냐구ㅠㅠㅠ,10/20 17:44
content,나삶 나비 오늘 6시 ㅂㅅㅇ 교수님 오늘 휴강이라고 하셨지??
content,번입 = 타자싸움
comment,ㅋㅋ진짜 ........... 심지어 문제도 구체적이지 않아서 피봄,10/20 17:07
comment,그래서 망함... 타자연습해야겠다...,10/20 17:09
comment,시간 많이 부족했어?,10/20 17:15
comment,난 시간은 괜찮았는데 분량이 빡세서,10/20 17:16
comment,어느 교수님?,10/20 17:41
comment,홍정민 교수님,10/20 17:45
comment,마지막에 손 벌벌 떨었다 .. 쓸거많은데 시간 없어서,10/20 18:11
content,아우떨려
content,오늘 일화2 ㅊㅈㅊ 교수님 수업 있나?
content,아이폰으로 강의 들어가짐?난 왜 안돼노;;
comment,노? 신고합니노,10/20 17:51
content,형총 ㄱㄷㅇ 교수님 레포트 자필이야? 워드로 써서 뽑는게 아니고???
comment,ㅇㅇ,10/20 18:00
comment,알려줘서고마워,10/20 18:01
content,교양한문 7주차 2강 나만 결석되어있나...??
comment,ㅁㅎㅈ 교수님!,10/20 17:53
content,이거 어떻게 풀어요??시험문제인데 비판정법은 아니고 비교판정같은데 뭐랑 비교해야할지 몰라서 못풀었어요ㅠㅠㅠ미적 잘 하는 분들 제발 도와주세요 ㅠㅠ
comment,전 걍 p급수에 ln2상수 붙었다고..그래서 p>1 이니까 수렴이라고 찍었어요 ㅎ....ㅠ,10/20 18:03
comment,진짜 저거 풀릴것 같아서 붙잡다가 완전히 말려서 시험도 망했어요...,10/20 18:05
comment,비판정법으로 해서 항 두개로 나눠서 극한 보내면 0나와서 수렴아닌강...???,10/20 18:57
comment,와 나 눈장앤가 어떻게 lnn을 ln2로보지??,10/20 18:58
comment,어쩐지 이상하더라 푸는데,10/20 18:58
comment,"식 조작해서 적분으로 하는거 같은데용?? 아님 말고요,,",10/20 18:23
comment,lnn<n 이걸로 푸는거 아닌가??,10/20 18:35
comment,"극한비교판정으로, 로피탈 적용하는건가.... ㅋㅋㅋㅋ 모르게땅",10/20 18:39
comment,루트n/n^2하고 비교하면 되지않을까요..? 잘 모르겠네요,10/20 18:36
comment,같은교수님이네요 시험 잘 보셨나요??,10/20 18:39
comment,아녀 ㅠㅠ 어버버하다가 완전 망했어요 ㅠㅠ,10/20 19:58
comment,괜찮아요 제가 더 망했어요......,10/20 20:25
comment,아녀요..저는 다 맞아도 50점 간신히 넘어요...ㅠㅠ,10/20 21:13
comment,전 다맞아도 50점 안나올듯하는 정도입니다....,10/21 01:06
comment,점수보셨나요.....?,10/27 14:57
comment,"an=ln n/n^(2) , bn=1/n 발산",10/20 19:42
comment,그러면 부등호가 반대라서 같이 발산이 안되지 않아??,10/20 20:59
comment,비교판정법도 비판정법도 모르겠네요 ㅠㅠ,10/20 21:12
comment,bn을 n^1/2 / n^2 극한비교판정법 쓰면 수렴,10/20 22:03
comment,저거 수렴성만 판정하는거였나요?,10/20 23:24
content,대생 점수 실화냐
comment,몇 점이니...,10/20 18:08
comment,80대야,10/20 18:08
comment,더 잘한줄 알아쪙..,10/20 18:10
comment,점수 어떻게 알았어?,10/20 18:11
comment,이클래스 시험란에 공개됐어!,10/20 18:12
comment,앗 고마워!!,10/20 18:12
comment,나왔어 이클래스에,10/20 18:12
comment,잘봤네 ㄷㄷ,10/21 09:03
content,ㅎㅈㅇ 교수님 당대소설강독 중간 에세이 주제가 모야...?D만 받으려고 수업 안 듣고 있는데 너무 안 들어서 중간 에세이 주제도 모르게쏘 ㅠㅜ
content,이건 백퍼 나만못봤다 시바.....
comment,나도ㅠ,10/20 13:06
comment,이렇게 된 이상 기말을 노린다...힘내자ㅠ,10/20 13:21
content,오늘 미적 ㅅ ㅇ ㅇ 교수님 어렵다 ㅠㅜ
content,eas2 제프리조단 교수님 중간고사 어떻게 보는지 아는 사람 있어...?
comment,10시반에 이클에 시험지 올려주시면 그거 12시(점심) 까지 이멜로 보내면 댕. 대충 뭐 토픽 정해주신거 브레인스토밍 10개 쓰구 문단 쓰는거얌,10/20 12:58
comment,진짜 고마워 ㅠㅠㅠ,10/20 12:59
comment,프로젝트 a랑 달라??,10/20 13:37
comment,달라 프로젝트 a는 과제 이건 시험! 근데 프로젝트 a랑 비슷은 할듯!,10/20 13:44
comment,토픽은 랜덤입니다! 대신 이전에 얘기했던 주제에서 토픽이 나온다고 하셨는데 정확하게는 안알려주샸어요.,10/22 03:03
content,ㄱㅊㅎ 교수님 나삶나비 지금 5주차까지 출석처리 된 거지??
content,미적 ㅈㅈㅎ교수님 수업듣는사람 있니왜케 어려운데..
comment,나... 진짜 너무 어려워,10/20 13:41
comment,너도 목욜 시험? 나 그냥 망한듯ㅎ.. 날 밟고 올라서도록 해,10/20 14:07
comment,나도 어려워.....망해써 ㅠㅠ,10/20 17:04
content,eas1지나한 중간 시험 어떤식인지 아는사람?
comment,리스닝이랑 필기시험따로봤어,10/20 18:16
content,기본권론 망했구~
comment,나도,10/20 13:18
comment,나 두개 날렸어 ㄹㅇ...,10/20 13:19
comment,꺄륵 동지 안농,10/20 13:19
comment,까륵 재수강각~?,10/20 13:20
comment,ㅋㅋㅋㅋ토나옴ㄹㅇ,10/20 13:19
comment,시간 안에 쓸 수가 있나...,10/20 13:20
comment,800자 생각도 못했다,10/20 13:20
comment,내가 몇자 쓴지도 모르겠어 ...,10/20 13:21
comment,아니 1000자 2개를 30분만에 어케 썽...?,10/20 13:20
comment,그니까.. 아예 생각이란걸 못하고 바로 써야하는 거 아니냥 ㅠㅠ,10/20 13:21
comment,대학논술도 이렇게 빡세진 않았는데..,10/20 13:26
comment,팔 뿌개진다 진짜,10/20 13:21
comment,"예상 못한 문제들임,,,,",10/20 13:21
comment,"800자 문제 진짜 보자마자 당황했어,,,",10/20 13:21
content,기본권론 굳굳~~ㄹㅇ 상상초월이네문제랑 분량이랑 시간이랑 삼박자 보소
content,제임스서드리 교수님 중간고사는 또 따로 보는거였어? 혹시 중간 공지 따로 해주신거 있어? 나 왜 프로젝트 공지 밖에 못 들은 것 같지..
comment,중간은 팀 에세이!,10/20 13:34
comment,지금 우리가 기사 찾고 주제 정하는 건 프로젝트a고 중간고사 팀 에세이는 또 따로 있다는거지? 고마워 ㅠㅠ,10/20 13:36
content,젶벨리 잘 봤니?? 나 왜케 b가 없지 ㅋㅋ ㅠ
comment,헐 나도,10/20 14:31
content,기본권론 5문제 쓰는 거 맞지? 다 하고 나니까 찝찝하네
comment,ㅇㅇㅇㅇ 맞아 2개 1개 2개 일캐,10/20 13:37
comment,고마웡 정신줄 놓고 썼더니 헷갈리넹ㅋㅋㅋㅋ,10/20 13:39
content,비프 모니터랑 책상만 나오면되는거지???
content,다들 세무입문 공부 많이 햇닝..?
comment,거의안함..ㅋ,10/20 14:29
content,사개론 ㅇㅁㅈ 셤공부하기 귀찮다...오늘 다 들어야지..ㅠㅠ
comment,나도 수업 켜놓기만 해서..귀찮다..,10/20 13:53
comment,6개정도 들어야하는듯....ㅠㅠㅠㅠㅠ으어ㅠㅜ,10/20 13:53
comment,이거 근데 과제한것처럼 써야하는거라서 무슨공부 해야될지 모르겠다ㅠ😩😩,10/20 13:53
comment,과제한것처럼쓰는것 같애 문화와 불평등 강의만 듣고가면 될듯..?,10/20 13:54
comment,오오 그러면 되겠당!!내일 어떻게든 써보쟈😫,10/20 13:55
content,eas ㅂㄹㅇㅇ ㅇㄹㅅ 교수님 시험 잘침??
comment,문단쓰기 ㅈ망,10/20 13:55
comment,난 그냥 시험을 망,10/20 13:55
content,경사세 ㅇㄱㄱ 교수님 이번주 목요일날 수업 안해??
comment,잉 왜??,10/20 14:29
comment,학습자료실 봤는데 발표문 올리는거 일정이 없어..,10/20 14:30
comment,나 늦잠자서 지금 들어왔는데 아무도없어ㅠㅠㅠㅠㅠ뭐하는거야???? 지금 뭐하는시감이야? ㅠㅠㅠㅠ제발,10/22 11:02
comment,수업그낭 끝나써 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10/22 11:03
comment,뭐했어? ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,10/22 11:03
